split	genre	dataset	year	sid	score	sentence1	sentence2
dev	main-forums	answers-forums	2015	1944	3.00	الأشرار الذين أكرههم تمامًا هم أنانيون ويخدمون أنفسهم، لكنهم جبناء أيضًا.	الشرير الذي تريد الإطاحة به هو، في جوهره، شخص لا يهتم بمعاناة الآخرين.
dev	main-forums	answers-forums	2015	1949	1.20	يمكنك كتابة الكتاب بأي طريقة تختارها، طالما أنها تناسبك.	التسلسل كتابيًا فقط (في بعض الأحيان يتعين عليك العودة والمراجعة) هو الخيار الذي لا يمتلكه الكاتب.
dev	main-forums	answers-forums	2015	1954	1.80	نعم، يجب إزالة الحوار الباهت بالكامل (أو تحويله إلى حوار مثير للاهتمام).	أتفق مع إجابة لورين: أنت بحاجة إلى الارتفاعات والانخفاضات في أي قصة.
dev	main-forums	answers-forums	2015	1967	0.80	الجواب على سؤالك هو: يعتمد الأمر على طريقة عمل الكاتب.	في البداية، اعتقدت أن هذا سؤال صعب بعض الشيء.
dev	main-forums	answers-forums	2015	1976	1.20	قاموس ويبستر العالمي الجديد للقافية: تحديث كليمنت وود هذا هو قاموس القافية الذي أنتقل إليه أولاً.	http://www.rhymezone.com/ ما عليك سوى كتابة كلمة، ثم تحديد أحد الكلمات التالية.
dev	main-forums	answers-forums	2015	1984	0.00	ضع في اعتبارك أنه يمكنك بسهولة الشتم دون الشتائم.	أعتقد أن تعليقات ستيفن كينغ مفيدة في هذا الصدد.
dev	main-forums	answers-forums	2015	1991	3.20	في أيام البحث عبر Google هذه، من الخطأ عدم العثور على مصدر عرض الأسعار.	وأنا أتفق مع كيت شيروود، يجب أن تكون قادرًا على نسب معظم الاقتباسات هذه الأيام عن طريق التحقق البسيط من الحقائق.
dev	main-forums	answers-forums	2015	1993	0.20	لقد قمت بالكثير من أعمالي في التخطيط/الكتابة المسبقة في Workflowy.	هل مسموح لي أن أقرع طبول سكريفنر مرة أخرى؟
dev	main-news	MSRpar	2012test	0001	0.800	وانخفض مؤشر ناسداك المركب الذي تغلب عليه التكنولوجيا .IXIC نقطة واحدة، أو 0.11 في المئة، إلى 1650.	وارتفع مؤشر ستاندرد اند بورز 500 الواسع ثلاث نقاط أو 0.32 بالمئة إلى 970.
dev	main-news	MSRpar	2012test	0002	3.600	"وقال الناشر آرثر أوكس سولزبيرجر جونيور، الذي تسيطر عائلته على الصحيفة منذ عام 1896: ""إنها عين سوداء ضخمة""."	"وقال آرثر سولزبيرجر، ناشر الصحيفة، عن الفضيحة: ""إنها عين سوداء ضخمة""."
dev	main-news	MSRpar	2012test	0009	5.000	وعلم لاحقًا أن الحادث نتج عن دوي الكونكورد الصوتي.	اكتشف لاحقًا أن الحادث المزعج كان سببه الطفرة الصوتية القوية للكونكورد.
dev	main-news	MSRpar	2012test	0014	1.400	"وقالت جولي نيمان، محللة قناة RT Jones، إن جرانت هو ""الشخص الذي كنا ننشده جميعًا."	"وقال جولي نيمان محلل RT Jones عن جرانت: ""إنه يتمتع بسمعة جيدة للغاية""."
dev	main-news	MSRpar	2012test	0015	2.600	"وكان السؤال الرئيسي هو ما إذا كانت فرنسا، التي أثارت غضب واشنطن بقيادة الهجوم ضد تفويض الأمم المتحدة للحرب، ستصوت بـ ""نعم"" أو ستمتنع عن التصويت."	كما سعت فرنسا، التي أثارت غضب واشنطن بقيادتها الحملة ضد موافقة الأمم المتحدة على الحرب، إلى إجراء تغييرات.
dev	main-news	MSRpar	2012test	0016	2.000	"من المقرر افتتاح ملحمة ميل جيبسون الكتابية المثيرة للعاطفة ""آلام المسيح"" في الولايات المتحدة يوم 25 فبراير/شباط، وهو يوم أربعاء الرماد حسب التقويم الكاثوليكي الروماني."	"يتفاوض ميل جيبسون مع شركة نيوماركت فيلمز لتوزيع ملحمة الكتاب المقدس ""آلام المسيح"" في الولايات المتحدة."
dev	main-news	MSRpar	2012test	0022	3.750	يقول مسؤولو التوظيف التنفيذيون إن العثور على مسؤول تسويق متمرس ربما يكون أصعب عملية تعيين بين جميع الموظفين بسبب ندرة الموظفين الجيدين.	يقول مسؤولو التوظيف التنفيذيون إن العثور على مسؤول تسويق متمرس ربما يكون أصعب عملية تعيين على الإطلاق.
dev	main-news	MSRpar	2012test	0024	4.000	وأدى الصراع المستمر منذ عقود إلى مقتل أكثر من 10 آلاف شخص في المقاطعة الغنية بالموارد، معظمهم من المدنيين.	وقتل أكثر من عشرة آلاف شخص معظمهم من المدنيين خلال ثلاثة عقود من التمرد.
dev	main-news	MSRpar	2012test	0040	3.750	"حصل توم كاسمر، البالغ من العمر 14 عامًا من بلمونت بولاية نورث كارولاينا، على كلمة تبدو مثل ""zistee"" خلال مسابقة الأمس."	"حصل الطالب البالغ من العمر 14 عامًا والذي وصل إلى نهائيات التهجئة الوطنية والذي يذهب إلى المدرسة في بلمونت بولاية نورث كارولاينا، على كلمة تبدو مثل ""zistee"" خلال المنافسة يوم الأربعاء."
dev	main-news	MSRpar	2012test	0046	3.200	ويأتي تحليل الميزانية مع احتدام المفاوضات بين مجلس المدينة وإدارة بلومبرج.	دخلت مفاوضات الميزانية بين رئيس البلدية ومجلس المدينة في حالة تأهب قصوى.
dev	main-news	MSRpar	2012test	0047	4.000	كما أن الأشخاص المعرضين للخطر بشكل متزايد هم أولئك الذين يتم قمع أجهزتهم المناعية بسبب الأدوية أو بسبب أمراض مثل السرطان والسكري والإيدز.	كما أن الأشخاص الذين يعانون من ضعف في جهاز المناعة بسبب المرض أو الأدوية معرضون لخطر متزايد.
dev	main-news	MSRpar	2012test	0058	2.400	أغلقت أسهم شركة كوكا كولا تداولات بورصة نيويورك للأوراق المالية يوم الخميس عند 44.01 دولارًا.	وفي التعاملات الصباحية في بورصة نيويورك، انخفضت أسهم شركة كوكا كولا بمقدار 34 سنتًا إلى 43.67 دولارًا.
dev	main-news	MSRpar	2012test	0060	4.400	"قال ماكيكني: ""أشعر أن الأشخاص الذين يرسلون هذه الرسائل ينتهكون حقوقي وحقوق أي شخص آخر في استخدام أجهزة الكمبيوتر الخاصة بهم""."	"قال ماكيكني: ""إن الأشخاص الذين يرسلون هذه الرسائل ينتهكون حقوقي وحقوق أي شخص آخر في استخدام جهاز الكمبيوتر الخاص بك""."
dev	main-news	MSRpar	2012test	0063	4.200	"""عادةً ما يكون البريد العشوائي غير المرغوب فيه - والذي غالبًا ما يكون إباحيًا أو بقصد احتيالي - مصدر إزعاج وإلهاء،"" يكتب جيتس، مما يهيئنا للجملة الأخيرة."	"يكتب جيتس: ""إن البريد العشوائي غير المرغوب فيه بشكل عام - وغالبًا ما يكون إباحيًا أو بقصد احتيالي - يعد مصدر إزعاج وإلهاء""."
dev	main-news	MSRpar	2012test	0065	3.200	وقال بائع التجزئة إنه اتخذ القرار بعد سماع آراء العملاء والزملاء.	"وقالت ميليسا بيريهيل، المتحدثة باسم وول مارت، إن القرار جاء بعد ""الاستماع إلى عملائنا وشركائنا""."
dev	main-news	MSRpar	2012test	0066	3.000	"وأشاد اللورد فالكونر بالتغييرات ووصفها بأنها ""بداية جديدة فيما يتعلق بالمحاكم وهيئة الادعاء الملكية والشرطة""."	"""إنها بداية جديدة فيما يتعلق بالمحاكم وهيئة الادعاء الملكية والشرطة، مما يجعل نظام العدالة الجنائية يعمل بشكل أفضل."""
dev	main-news	MSRpar	2012test	0072	0.800	وقفز مؤشر ناسداك المركب الذي تغلب عليه التكنولوجيا 26 نقطة أو 1.78 بالمئة إلى 1516 نقطة.	وارتفع مؤشر ستاندرد اند بورز 500 الأوسع نطاقا 8.79 نقطة أو 0.96 بالمئة إلى 929.06.
dev	main-news	MSRpar	2012test	0073	3.200	وذكرت النسخة الإلكترونية لمجلة بيزنس ويك يوم الجمعة أن وورلد كوم وهيئة الأوراق المالية والبورصة قد تعلنان عن تسوية في وقت مبكر من يوم الاثنين.	علمت BusinessWeek Online أن التسوية يمكن أن تتم يوم الاثنين 19 مايو.
dev	main-news	MSRpar	2012test	0086	3.800	"""بدأت بالبكاء والصراخ في وجهه: ماذا تقصد، ماذا تقول، لماذا كذبت علي؟"""	"بدأت بالبكاء والصراخ عليه، وأنا أستنشق الهواء، ""ماذا تقصد؟"""
dev	main-news	MSRpar	2012test	0092	3.000	كانت هذه هي المرة الثالثة خلال أربع سنوات التي أجبرت فيها حرائق الغابات الحديقة على الإغلاق.	للمرة الثالثة خلال أربع سنوات، أغلقت حرائق الغابات حديقة ميسا فيردي الوطنية، وهي الحديقة الوحيدة في البلاد المخصصة للآثار القديمة.
dev	main-news	MSRpar	2012test	0093	2.400	لدى جنرال موتورز، أكبر شركة لصناعة السيارات في العالم، 115.000 عامل نشط في UAW و340.000 آخرين من المتقاعدين والأزواج.	وهي تغطي أكثر من 300000 عامل في UAW و500000 من المتقاعدين والأزواج.
dev	main-news	MSRpar	2012test	0101	5.000	تدعي الشركة أنها أكبر عملية بيع فردية لـ Apple VAR Xserve حتى الآن.	ادعت الشركة أن هذه هي أكبر عملية بيع لـ Xserves بواسطة أحد متاجر التجزئة التابعة لشركة Apple.
dev	main-news	MSRpar	2012test	0104	3.800	أنهت أسواق أمريكا الشمالية تداولاتها بشكل متباين يوم الاثنين مع بدء موسم الأرباح في التباطؤ وتحول المؤشرات الاقتصادية إلى دائرة الضوء.	حققت أسواق أمريكا الشمالية مكاسب مبكرة صباح يوم الاثنين، حيث بدأ موسم الأرباح في التباطؤ وأخذت المؤشرات الاقتصادية دائرة الضوء.
dev	main-news	MSRpar	2012test	0107	3.200	وأنهى مؤشر ستاندرد آند بورز 500 هذا الربع بارتفاع 120 نقطة، بزيادة قدرها 14 في المائة، وهو أفضل أداء لهذا المؤشر الواسع للسوق منذ عام 1998.	أنهى مؤشر ستاندرد آند بورز 500، وهو مجموعة واسعة من الأسهم التي تمثل الشركات الرائدة، أفضل ربع له يوم أمس منذ الأشهر الثلاثة الأخيرة من عام 1998.
dev	main-news	MSRpar	2012test	0111	3.800	وقال السيد فيث، وكيل وزارة الدفاع لشؤون السياسة: «لا أعلم بوجود أي ضغوط.	"وقال دوغلاس فيث، وكيل وزارة الدفاع لشؤون السياسة، في مؤتمر صحفي في البنتاغون: ""لا أعرف أحداً ضغط على أحد""."
dev	main-news	MSRpar	2012test	0124	3.800	"وقال عيسى ياسين، صاحب المتجر: ""كانت تبكي وتشعر بالخوف""."	"وقال ياسين: ""كانت تبكي وكانت خائفة حقاً""."
dev	main-news	MSRpar	2012test	0129	3.750	"وقال كيكر في بيان ""فرانك كواترون بريء""."	وقال محامي كواترون جون دبليو كيكر إن موكله بريء.
dev	main-news	MSRpar	2012test	0145	3.200	وسجل الدولار 116.92 ين مقابل الين، مستقرا خلال الجلسة، وعند 1.2891 مقابل الفرنك السويسري، مستقرا أيضا.	وبلغ الدولار 116.78 يناً مستقراً تقريباً خلال الجلسة، كما سجل 1.2871 مقابل الفرنك السويسري بانخفاض 0.1 بالمئة.
dev	main-news	MSRpar	2012test	0146	3.400	ويمثل الألمان أكثر من 40% من الزوار الأجانب القادمين إلى إيطاليا.	ويمثل الألمان أكثر من ربع إجمالي الزوار الأجانب لإيطاليا و40% من حجوزات الفنادق.
dev	main-news	MSRpar	2012test	0147	4.600	وفي الموصل أيضا اغتال مسلحون من المتمردين يوم الجمعة زعيما عشائريا سنيا يدعم التحالف.	وبالقرب من مسجد في مدينة الموصل الشمالية اغتال مسلحون من المتمردين أيضا زعيما عشائريا سنيا كان يدعم التحالف.
dev	main-news	MSRpar	2012test	0149	3.333	وكان بوش قد سعى إلى تخزين أوراقه في مكتبة والده الرئاسية، حيث ظلت سرية لمدة نصف قرن.	وفي تكساس، عارضت مجموعات المراقبة العامة جهود بوش لحفظ أوراقه في مكتبة والده الرئاسية، حيث كانت ستظل سرية لمدة نصف قرن.
dev	main-news	MSRpar	2012test	0153	3.500	يتكامل هذا مع Rational PurifyPlus ويسمح للمطورين بالعمل في الإصدارات المدعومة من Java وVisual C# وVisual Basic .NET.	وقالت IBM إن منتجات Rational تم دمجها أيضًا مع Rational PurifyPlus، الذي يسمح للمطورين بالعمل في Java وVisual C# وVisualBasic .Net.
dev	main-news	MSRpar	2012test	0154	1.750	قد تكون جلسة الاستماع المدنية لفريمان، ظاهريًا، تتعلق برخصة القيادة.	وقال فريمان إن عدم الحصول على رخصة قيادة كان عبئا.
dev	main-news	MSRpar	2012test	0155	3.000	وكان المتظاهرون يدعون إلى إنهاء المؤسسة المتشددة في البلاد وإلى وفاة المرشد الأعلى خامنئي.	وندد المتظاهرون بالمرشد الأعلى للبلاد، المتشدد آية الله علي خامنئي.
dev	main-news	MSRpar	2012test	0163	4.400	وكان من المقرر تحميل مليون برميل أخرى، اشترتها شركة التكرير الإسبانية Cepsa SA، على الناقلة الإسبانية Sandra Tapias.	وكان من المقرر تحميل الناقلة الإسبانية ساندرا تابياس بمليون برميل أخرى اشترتها شركة التكرير الإسبانية سيبسا في فترة ما بعد الظهر.
dev	main-news	MSRpar	2012test	0164	3.800	وتعد سنغافورة بالفعل الشريك التجاري الثاني عشر للولايات المتحدة، حيث يبلغ إجمالي التجارة البينية أكثر من 34 مليار دولار.	وعلى الرغم من كونها دولة مدينة صغيرة، إلا أن سنغافورة تحتل المرتبة الثانية عشرة بين أكبر الشركاء التجاريين للولايات المتحدة، حيث بلغ حجم التجارة 33.4 مليار دولار في العام الماضي.
dev	main-news	MSRpar	2012test	0171	3.000	وقال كونولي إنه بعد أحداث 11 سبتمبر، قضى العملاء آلاف الساعات في التحقيق مع البيومي.	وقال كونولي إن عملاء مكتب التحقيقات الفيدرالي في سان دييغو وخارجها أمضوا آلاف الساعات في التحقيق مع البيومي.
dev	main-news	MSRpar	2012test	0172	4.500	قال توماس رويس، محامي كالفين هولينز جونيور، مرارًا وتكرارًا إن موكله ليس له أي صلة بالشركة التي تمتلك وتدير E2.	وقال محامي هولينز جونيور، توماس رويس، إن موكله ليس له أي صلة بالشركة التي تمتلك وتدير شركة E2.
dev	main-news	MSRpar	2012test	0178	2.200	وارتفعت أسهم شركة PG&E Corp بنسبة 39 سنتًا أو 2.6 بالمائة لتصل إلى 15.59 دولارًا في بورصة نيويورك يوم الثلاثاء.	ارتفعت أسهم PG&E بمقدار 24 سنتًا إلى 15.44 دولارًا أمريكيًا خلال تداول يوم الثلاثاء في بورصة نيويورك.
dev	main-news	MSRpar	2012test	0180	4.000	"وقال تيموثي موريس، رئيس لجنة التجارة الفيدرالية، في بيان مكتوب: ""من الواضح أن هذا القرار غير صحيح""."	"وقال تيم موريس، رئيس لجنة التجارة الفيدرالية، إن القرار ""غير صحيح بشكل واضح""."
dev	main-news	MSRpar	2012test	0186	4.600	وقال بول ثيمبا نياثي، المتحدث باسم حركة التغيير الديمقراطي، إن عيادة الأفنيوز كانت مستهدفة لأنها كانت تعالج أنصار المعارضة.	وقال المتحدث باسم حركة التغيير الديمقراطي بول ثيمبا نياثي إن عيادة الأفنيوز استُهدفت لأنها كانت تتعامل مع أنصار المعارضة.
dev	main-news	MSRpar	2012test	0188	3.500	وهو يدعي أن الأمر قد يبدو غير واقعي فقط لأنه لم يتم تكريس سوى القليل من الجهد لهذا المفهوم.	"""هذا الاقتراح متواضع مقارنة ببرنامج الفضاء، وقد يبدو غير واقعي فقط لأنه لم يخصص له سوى القليل من الجهد."
dev	main-news	MSRpar	2012test	0200	3.000	رفعت YES دعوى قضائية أمس في المحكمة العليا لمقاطعة نيويورك في مانهاتن.	تم رفع الدعوى أمام المحكمة العليا لمقاطعة نيويورك.
dev	main-news	MSRpar	2012test	0205	4.000	وسيتقاضى 395 ألف دولار سنويًا، ارتفاعًا من راتب أتكينسون الحالي البالغ 361400 دولار.	سيحصل داينز على 395 ألف دولار سنويًا؛ راتب أتكينسون هو 361.400 دولار.
dev	main-news	MSRpar	2012test	0210	4.333	وقالت ابنته نينا أكسلرود لوكالة أسوشيتد برس إنه توفي أثناء نومه، على ما يبدو بسبب قصور في القلب.	وقالت ابنته نينا أكسلرود إن أكسلرود توفي أثناء نومه بسبب قصور في القلب.
dev	main-news	MSRpar	2012test	0223	3.250	وتقول الوكالة إن الوفيات الناجمة عن حوادث الانقلاب شكلت 82 بالمائة من عدد الوفيات الناجمة عن حوادث المرور في عام 2002.	وقالت NHTSA إن الوفيات الناجمة عن حوادث الانقلاب شكلت 82 بالمائة من الزيادة في عام 2002.
dev	main-news	MSRpar	2012test	0225	3.250	وحقق الجنيه الاسترليني تقدما أيضا مقابل الدولار، ليصل إلى أعلى مستوياته في ثلاث سنوات عند 1.6789 دولار.	واستعرض الجنيه الاسترليني قوته مقابل الدولار وارتفع في أحدث التعاملات واحدا بالمئة إلى 1.6672 دولار.
dev	main-news	MSRpar	2012test	0231	1.750	وتقول جمعية صناعة التسجيلات الأمريكية إنها تخطط لمقاضاة تجار الأغاني الشهر المقبل.	هذا إذا كان لدى جمعية صناعة التسجيلات الأمريكية أي شيء لتقوله حول هذا الموضوع.
dev	main-news	MSRpar	2012test	0234	0.800	وتراجع مؤشر ستاندرد اند بورز 500 الأوسع نطاقا 7.57 نقطة أو 0.76 بالمئة إلى 990.94 نقطة.	ونزل مؤشر ناسداك المجمع الذي تغلب عليه أسهم التكنولوجيا 25.36 نقطة أو 1.53 بالمئة إلى 1628.26 نقطة.
dev	main-news	MSRpar	2012test	0239	4.400	وفي وقت سابق من يوم الخميس، رفضت شركة PeopleSoft رسميًا العرض غير المرغوب فيه المقدم من شركة Oracle.	صباح يوم الخميس، رفض مجلس إدارة شركة PeopleSoft عرض الاستحواذ الذي قدمته شركة Oracle.
dev	main-news	MSRpar	2012test	0247	3.000	ويتم نشر كلا الورقتين اليوم في مجلة نيو إنجلاند الطبية.	تظهر الدراسة اليوم في مجلة نيو إنجلاند الطبية.
dev	main-news	MSRpar	2012test	0254	3.000	ولم يذكر خبراء منظمة الصحة العالمية عدد الحالات في خبي في المناطق الريفية.	وأبلغت هيبي عن 191 حالة إصابة وثماني وفيات، على الرغم من أن خبراء منظمة الصحة العالمية لم يذكروا عدد الحالات في المناطق الريفية.
dev	main-news	MSRpar	2012test	0268	3.250	"وقال لقاضي المحكمة العليا في مقاطعة ستانيسلاوس، آل جيرولامي: ""لا أرغب في أن أكون حاضرًا أثناء هذه الشاهدة""."	"وقال بيترسون، 31 عاماً، للقاضي بهدوء أثناء إعادته إلى زنزانته: ""نعم، لا أرغب في أن أكون حاضراً أثناء هذه الشاهدة""."
dev	main-news	MSRpar	2012test	0274	4.400	ويتم احتجازهم بسبب انتهاكات الهجرة أثناء التحقيق في الحادث.	ويتم احتجاز الرجلين للتحقيق في انتهاكات الهجرة الإدارية.
dev	main-news	MSRpar	2012test	0277	5.000	ويظهر التقرير أن الأدوية التي تباع في الصيدليات الكندية يتم تصنيعها في منشآت معتمدة من وزارة الصحة الكندية - نظير إدارة الغذاء والدواء في كندا.	ويظهر التقرير أن الأدوية التي تباع في الصيدليات الكندية يتم تصنيعها في منشآت معتمدة من وزارة الصحة الكندية، والتي تؤدي دورًا مشابهًا لإدارة الغذاء والدواء بالنسبة للحكومة الكندية.
dev	main-news	MSRpar	2012test	0288	5.000	ليس من الواضح من سيخلف السيد أونيل في شركة هيونداي.	لا يوجد خليفة واضح للسيد أونيل في شركة هيونداي.
dev	main-news	MSRpar	2012test	0299	3.200	وبموجب الدستور الأمريكي، لا يصوت المجلس الآخر في الكونجرس، وهو مجلس النواب، على التحالفات الأجنبية.	ولا يصوت مجلس النواب الأمريكي، وهو المجلس الآخر في الكونجرس، على المعاهدات.
dev	main-news	MSRpar	2012test	0301	2.200	كما بدأت هيئة الأوراق المالية والبورصة تحقيقًا غير رسمي بشأن شركة كوكا كولا.	وهذا التحقيق الفيدرالي منفصل عن التحقيق غير الرسمي الذي تجريه لجنة الأوراق المالية والبورصات.
dev	main-news	MSRpar	2012test	0308	3.250	أنهى Lee Janzen، الذي كان مقيدًا على قمة لوحة المتصدرين بخمسة ثقوب متبقية، برصيد 68 وتعادل في المركز السادس.	أنهى Lee Janzen، الذي تعادل على قمة قائمة المتصدرين بخمسة ثقوب متبقية، برصيد 68 ليتعادل في المركز السادس مع بوب كرين (67) عند 269.
dev	main-news	MSRpar	2012test	0309	3.750	وخضعت شركة تينيت للتدقيق منذ نوفمبر/تشرين الثاني، عندما قال الرئيس التنفيذي السابق جيفري بارباكو إن الشركة استخدمت أسعارًا صارمة لتحفيز دفعات أعلى لمرضى الرعاية الطبية الأكثر مرضًا.	في تشرين الثاني (نوفمبر)، قال جيفري براباكو، الرئيس التنفيذي في ذلك الوقت، إن الشركة استخدمت أسعارًا صارمة للحصول على مدفوعات أعلى لمرضى الرعاية الطبية الأكثر مرضًا.
dev	main-news	MSRpar	2012test	0327	3.200	تم القبض على دوتسون يوم الاثنين في موطنه ماريلاند ووجهت إليه تهمة القتل.	واتهم دوتسون، 21 عاما، في وقت لاحق بقتل دينيهي.
dev	main-news	MSRpar	2012test	0328	4.400	وقال البنك أيضًا إن عرضه كان خاضعًا لموافقة كبار بنوك Drax وكبار حاملي السندات وبنوك التحوط بحلول 30 سبتمبر 2003.	وأضافت أن العرض مرهون أيضًا بتوقيع جولدمان اتفاقية مع كبار بنوك دراكس وكبار حاملي السندات وبنوك التحوط بحلول 30 سبتمبر.
dev	main-news	MSRpar	2012test	0341	2.600	"يقول كارني: ""لقد ظلوا في المتاجر لأكثر من ستة أسابيع""."	وأضاف كارني أن النشرات الربع سنوية تبقى عادة في المتاجر لمدة تتراوح بين ستة وثمانية أسابيع.
dev	main-news	MSRpar	2012test	0346	3.500	وقالت أكبر شركة برمجيات في العالم إنها أدركت الصعوبة التي تمثلها التصحيحات المتعددة للشركات، وبدأت في تسهيل تطبيق التحديثات عليها.	وقالت أكبر شركة برمجيات في العالم إنها أدركت مدى الصعوبة التي تمثلها التصحيحات المتعددة للشركات التي تحاول تطبيقها.
dev	main-news	MSRpar	2012test	0347	3.750	لكن انخفاض الأسعار ظل أقل من 30 في المائة، على أساس سنوي، خلال الربعين الأخيرين، حسبما قال جون ماك آرثر، المحلل في مؤسسة IDC.	وقال ماك آرثر لموقع internetnews.com إن انخفاض الأسعار قد اعتدل وظل أقل من 30 بالمائة مقارنة بالعام السابق خلال الربعين الأخيرين.
dev	main-news	MSRpar	2012test	0348	3.500	"وأشاد بوتين بالمملكة العربية السعودية باعتبارها ""واحدة من أهم الدول الإسلامية""."	وقبل الاجتماع، قال بوتين إن روسيا تعتبر السعودية دولة إسلامية رئيسية.
dev	main-news	MSRpar	2012test	0356	4.250	أصدرت محاكم الاستئناف في جميع أنحاء البلاد أحكامًا مختلفة حول هذه القضية، حيث سمحت بعرض الوصايا العشر علنًا في بعض الحالات وحظرتها في حالات أخرى.	وقد انقسمت المحاكم الدنيا حول هذه القضية، وسمحت بتصوير الوصايا العشر في بعض الحالات وليس في حالات أخرى.
dev	main-news	MSRpar	2012test	0361	2.400	تم القبض عليه ليلة الثلاثاء في متجر إطارات شمال غرب أتلانتا بعد مطاردة وطنية.	وألقي القبض عليه في أتلانتا بولاية جورجيا مساء الاثنين من قبل الشرطة بناءً على بلاغ.
dev	main-news	MSRpar	2012test	0366	3.250	وهذا الجهد هو أحدث جهد تبذله إدارة بوش لتوسيع دور المنظمات الدينية في الخدمات الحكومية.	10 يوليو - أحدث الجهود التي بذلتها إدارة بوش لتوسيع دور المنظمات الدينية في الخدمات الحكومية أدى إلى تجنيد مجموعات الشباب في الكنيسة في برامج مكافحة المخدرات.
dev	main-news	MSRpar	2012test	0372	3.800	وتمثل الأسهم أكثر من نصف الأسهم البالغة 115.9 مليون سهم التي احتفظت بها تيرنر في نهاية أبريل، وفقًا لبيانات بلومبرج.	ويمثل البيع نحو 52 في المائة من 115.9 مليون سهم كان يملكها تيرنر في نهاية نيسان (أبريل).
dev	main-news	MSRpar	2012test	0378	3.400	"يقدم Sirius الإذاعة الوطنية العامة، على الرغم من أنه لا يتضمن برامج شعبية مثل ""All Things Concerned"" و""Morning Edition""."	بدأت Sirius مؤخرًا في بث الإذاعة الوطنية العامة، وهي صفقة استهجنتها XM لأنها لا تتضمن برامج شعبية مثل All Things Concerned وMorning Edition.
dev	main-news	MSRpar	2012test	0391	3.500	وقال مسؤولون في البنتاغون إن محمود كان يتحكم في إمكانية الوصول إلى صدام للجميع باستثناء أفراد عائلته المباشرين.	كان محمود يتحكم في الوصول إلى صدام وكان في كثير من الأحيان إلى جانبه.
dev	main-news	MSRpar	2012test	0401	2.400	وفقًا لتعداد عام 2000، بلغت نسبة السكان من أصل إسباني أو لاتيني في لونج بيتش 35.8 بالمائة.	وفقًا لمكتب الإحصاء، زاد عدد السكان من أصل إسباني بنسبة 9.8 بالمائة مقارنة بأرقام التعداد السكاني في أبريل 2000.
dev	main-news	MSRpar	2012test	0403	3.800	الممثل نوح وايل، الذي لعب دور الدكتور جون كارتر منذ بداية العرض عام 1994، مدد عقده مع العرض خلال موسم 2004-2005.	وقع نوح وايل، الذي لعب دور الدكتور جون كارتر منذ إطلاق المسلسل في عام 1994، على تمديد لصفقته مع المنتج Warner Bros. TV لمدة عام واحد.
dev	main-news	MSRpar	2012test	0405	3.800	وتقول منظمة الصحة العالمية إن الحالة الأخيرة لا تتناسب مع تصنيفها الخاص بالسارس ولا تشكل مصدر قلق للصحة العامة.	"وقالت منظمة الصحة العالمية إن حالة سنغافورة لا تتناسب مع تصنيفها الخاص بالسارس وأنها ""لا تشكل مصدر قلق دولي للصحة العامة""."
dev	main-news	MSRpar	2012test	0422	4.000	قتلت القوات الأمريكية ما يقرب من 24 من مسلحي طالبان المشتبه بهم بعد تعرضهم لإطلاق نار في جنوب أفغانستان في أحدث سلسلة من هذه الهجمات.	قتل جنود أمريكيون نحو 24 مسلحا يشتبه في أنهم من مسلحي حركة طالبان في جنوب أفغانستان بعد تعرض قافلتهم لهجوم، حسبما أعلن الجيش يوم الأحد.
dev	main-news	MSRpar	2012test	0428	3.400	"لقد ظهر هذا الأمر على شاشة راداره الشخصية الأسبوع الماضي، لقد عرضت عليه فكرتي وكان داعمًا للغاية""."	"""لقد ظهرت هذه الفكرة على شاشة الرادار الشخصية له في الأسبوع الماضي، وكان عليّ أن أحصل على عرضي."
dev	main-news	MSRpar	2012test	0450	3.250	كان مرشحًا سابقًا لمنصب حاكم ولاية نيويورك، ونصب نفسه مناصرًا لتحسين حوكمة الشركات.	وقد نصب السيد ماكول، الذي ترشح لمنصب حاكم نيويورك عام 2002 دون جدوى، نفسه كمدافع عن تحسين إدارة الشركات.
dev	main-news	MSRpar	2012test	0454	4.600	قال مسؤولون أمريكيون يوم الخميس إن عملاء مكتب التحقيقات الاتحادي (FBI) اعتقلوا شريكًا سابقًا لشركة المحاسبة الأربع الكبرى Ernst & Young (ERNY.UL) بتهم جنائية تتعلق بعرقلة التحقيقات الفيدرالية.	ألقي القبض أمس على شريك سابق في شركة المحاسبة إرنست ويونغ من قبل عملاء مكتب التحقيقات الفيدرالي في الولايات المتحدة بتهمة عرقلة التحقيقات الفيدرالية.
dev	main-news	MSRpar	2012test	0459	3.714	قال ييغر إن المشتبه به في الهجوم المستهدف أظهر ميولًا ليكون مجرمًا سابقًا.	وقال ييغر إن الحادث بدا معزولاً، لكن المشتبه به أظهر ميولاً إلى أن يكون مجرماً سابقاً.
dev	main-news	MSRpar	2012test	0464	3.333	وانخفضت السندات لأجل 30 عامًا US30YT=RR بنسبة 14/32 بعائد 4.26 بالمائة من 4.23 بالمائة.	وخسرت السندات لأجل 30 عاما US30YT=RR 16/32، ليصل عائدها إلى 4.20 في المائة من 4.18 في المائة.
